originregion,destinationregion,remshare_reg,ypc_orig_reg,ypc_dest_reg,ypc_ratio_reg,remcost_reg,log_remshare_reg,OrigCategorical,DestCategorical,residual_ratio,residual_dest,exp_residual
ANZ,CAM,0.05526870066984661,2.3782544232106075,2.1518801099568043,-0.22637431325380328,0.0591314428404501,-2.8955485221911803,ANZ,CAM,-0.06381973069931446,-0.06381973069946012,0.9381741082781343
ANZ,SEA,0.038518563133463586,2.3782544232106075,2.124727150099385,-0.2535272731112228,0.0591314428404501,-3.256614994579106,ANZ,SEA,-0.4677694608623604,-0.4677694608625007,0.6263979162482759
ANZ,CAN,0.05282948647493931,2.3782544232106075,2.3716568817588692,-0.00659754145173833,0.0591314428404501,-2.9406857881836626,ANZ,CAN,0.23814122050668374,0.2381412205064759,1.268888373231632
ANZ,CHI,0.060724743836088536,2.3782544232106075,2.2765614683414954,-0.1016929548691124,0.0591314428404501,-2.801404022528677,ANZ,CHI,0.22723673949748902,0.22723673949730427,1.2551269708992647
ANZ,JPK,0.056919776527919436,2.3782544232106075,2.344845494809532,-0.03340892840107572,0.0591314428404501,-2.8661124318412874,ANZ,JPK,0.2703707725678903,0.2703707725676896,1.3104502396695312
ANZ,USA,0.04225295059300424,2.3782544232106075,2.3973736443904943,0.019119221179886396,0.0591314428404501,-3.1640810910966,ANZ,USA,0.05536095797478069,0.0553609579745622,1.0569220502730101
MDE,SAS,0.007481798891937421,2.2648764957684,1.9968099650905862,-0.2680665306778142,0.07083533153271533,-4.895282022335174,MDE,SAS,-2.980428215005391,-2.9804282150053165,0.05077108826749906
MDE,EEU,0.10456947495269647,2.2648764957683993,2.2223787569821623,-0.04249773878623705,0.07083533153271533,-2.2579035963969973,MDE,EEU,0.013195890943470623,0.013195890943481281,1.0132833409492468
MDE,MAF,0.20958084703449792,2.2648764957683998,2.1083633411445377,-0.1565131546238623,0.07083533153271533,-1.562645709362738,MDE,MAF,0.528386761587009,0.5283867615870517,1.6961937353369598
MDE,WEU,0.03738641496536669,2.264876495768398,2.3680157155117314,0.10313921974333318,0.08468841042850356,-3.2864478767680483,MDE,WEU,-0.9155495807974416,-0.9155495807974008,0.40029657031881527
MDE,SSA,0.3207176136296217,2.2648764957683962,1.9474481570858997,-0.31742833868249654,0.07083533153271533,-1.1371942513415012,MDE,SSA,0.6997013831766632,0.6997013831767502,2.0131514568102347
MDE,SIS,0.6190980100556565,2.2648764957683984,2.1568473080411072,-0.10802918772729135,0.07083533153271533,-0.47949168271561904,MDE,SIS,1.6881125675651307,1.688112567565161,5.4092614485800885
MDE,LAM,0.4749692093124983,2.2648764957683998,2.189153618600505,-0.07572287716789493,0.07083533153271533,-0.7445052995485685,MDE,LAM,1.4741210069189394,1.4741210069189572,4.367195350827781
